trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
873,False,"{'a': 0.5, 'e': 0.8974376635666625}",25,0,-184.449131218125,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
874,False,"{'a': 0.5, 'e': 0.8972066767399743}",35,0,-168.77011071812458,"{0: 21, 1: 4, 2: 7, 3: 2, 4: 1}",0
875,False,"{'a': 0.5, 'e': 0.8969754441883209}",25,0,-135.77097883514222,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
876,False,"{'a': 0.5, 'e': 0.8967439659750316}",30,0,-171.4094699577416,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
877,False,"{'a': 0.5, 'e': 0.8965122421635033}",20,2,-73.6969612196061,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
878,False,"{'a': 0.5, 'e': 0.8962802728172001}",25,0,-253.59453373356277,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
879,False,"{'a': 0.5, 'e': 0.896048057999653}",20,8,3.4194077777314575,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.8958155977744606}",25,0,-65.11542392374771,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
881,False,"{'a': 0.5, 'e': 0.8955828922052886}",25,7,-62.000866185782655,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
882,False,"{'a': 0.5, 'e': 0.89534994135587}",20,0,-163.4333997510307,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
883,False,"{'a': 0.5, 'e': 0.8951167452900045}",20,0,-128.2310699276303,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
884,False,"{'a': 0.5, 'e': 0.8948833040715597}",25,0,-131.0716448235354,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
885,False,"{'a': 0.5, 'e': 0.8946496177644697}",30,0,-251.02133430340737,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
886,False,"{'a': 0.5, 'e': 0.8944156864327362}",25,7,-15.937327837120819,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.8941815101404275}",20,0,-134.5072559468978,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
888,False,"{'a': 0.5, 'e': 0.8939470889516796}",25,0,-92.92385026120843,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
889,False,"{'a': 0.5, 'e': 0.8937124229306951}",25,0,-196.10688685824962,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
890,False,"{'a': 0.5, 'e': 0.8934775121417438}",20,0,-198.97694950207256,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
891,False,"{'a': 0.5, 'e': 0.8932423566491625}",25,0,-168.86921845972427,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
892,False,"{'a': 0.5, 'e': 0.8930069565173553}",20,3,-53.08934146915817,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
893,False,"{'a': 0.5, 'e': 0.8927713118107927}",20,0,-111.21916788701877,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
894,False,"{'a': 0.5, 'e': 0.8925354225940129}",25,0,-97.89044077003832,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
895,False,"{'a': 0.5, 'e': 0.8922992889316205}",20,0,-78.00411570414845,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
896,False,"{'a': 0.5, 'e': 0.8920629108882873}",20,0,-116.34349210000002,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
897,False,"{'a': 0.5, 'e': 0.8918262885287519}",25,0,-210.96238309320853,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
898,False,"{'a': 0.5, 'e': 0.8915894219178201}",30,0,-197.5468308695346,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
899,False,"{'a': 0.5, 'e': 0.8913523111203644}",30,0,-142.89489854852724,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
900,False,"{'a': 0.5, 'e': 0.891114956201324}",30,0,-204.77094252496295,"{0: 17, 1: 6, 2: 3, 3: 1, 4: 3}",0
901,False,"{'a': 0.5, 'e': 0.8908773572257052}",20,0,-210.74844072590238,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
902,False,"{'a': 0.5, 'e': 0.8906395142585811}",20,0,-101.21269180801711,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
903,False,"{'a': 0.5, 'e': 0.8904014273650916}",20,0,-61.11135377800412,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
904,False,"{'a': 0.5, 'e': 0.8901630966104435}",20,0,-128.64418185786127,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
905,False,"{'a': 0.5, 'e': 0.88992452205991}",20,0,-82.90177886377037,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
906,False,"{'a': 0.5, 'e': 0.8896857037788318}",25,0,-138.59095565742075,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
907,False,"{'a': 0.5, 'e': 0.8894466418326156}",25,0,-121.08284851878274,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
908,False,"{'a': 0.5, 'e': 0.8892073362867352}",25,0,-178.83822827536042,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
909,False,"{'a': 0.5, 'e': 0.8889677872067312}",25,0,-52.62064503849054,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
910,False,"{'a': 0.5, 'e': 0.8887279946582106}",20,0,-124.93577532339822,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
911,False,"{'a': 0.5, 'e': 0.8884879587068474}",25,0,-98.1107850373338,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
912,False,"{'a': 0.5, 'e': 0.8882476794183819}",20,0,-186.0141627266077,"{0: 8, 1: 1, 2: 6, 3: 4, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.8880071568586215}",30,0,-76.79255046735861,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.8877663910934399}",25,0,-101.07615175588715,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
915,False,"{'a': 0.5, 'e': 0.8875253821887774}",20,0,-109.3776684453916,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
916,False,"{'a': 0.5, 'e': 0.8872841302106411}",25,0,-122.52415051159737,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
917,False,"{'a': 0.5, 'e': 0.8870426352251045}",25,0,-100.03883583064507,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
918,False,"{'a': 0.5, 'e': 0.8868008972983078}",30,0,-120.01976398740295,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
919,False,"{'a': 0.5, 'e': 0.8865589164964575}",25,0,-190.87723015976005,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
920,False,"{'a': 0.5, 'e': 0.8863166928858267}",20,0,-187.30676810918294,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
921,False,"{'a': 0.5, 'e': 0.8860742265327554}",30,2,-67.30887835570584,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 2}",1
922,False,"{'a': 0.5, 'e': 0.8858315175036494}",35,0,-46.203211477978826,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.8855885658649814}",20,0,-147.76722987381075,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
924,False,"{'a': 0.5, 'e': 0.8853453716832905}",25,0,-141.4601301235806,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
925,False,"{'a': 0.5, 'e': 0.8851019350251823}",20,3,-108.09265055460023,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 2}",1
926,False,"{'a': 0.5, 'e': 0.8848582559573285}",20,9,21.18147463723247,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.8846143345464674}",25,1,-98.99991170757909,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 2}",1
928,False,"{'a': 0.5, 'e': 0.8843701708594037}",25,0,-185.94201715366896,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
929,False,"{'a': 0.5, 'e': 0.8841257649630084}",25,0,-130.0674983128795,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
930,False,"{'a': 0.5, 'e': 0.8838811169242189}",20,0,-169.04271816458277,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
931,False,"{'a': 0.5, 'e': 0.8836362268100387}",25,0,-124.85087329473994,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
932,False,"{'a': 0.5, 'e': 0.883391094687538}",30,15,-42.11125225026239,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 1}",1
933,False,"{'a': 0.5, 'e': 0.8831457206238528}",20,0,-66.98839580376224,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
934,False,"{'a': 0.5, 'e': 0.8829001046861856}",30,0,-141.77849772396192,"{0: 17, 1: 7, 2: 4, 3: 1, 4: 1}",0
935,False,"{'a': 0.5, 'e': 0.8826542469418054}",30,0,-157.84712261446057,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
936,False,"{'a': 0.5, 'e': 0.8824081474580471}",20,0,-38.724181608859745,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
937,False,"{'a': 0.5, 'e': 0.8821618063023116}",25,0,-139.86066962372007,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
938,False,"{'a': 0.5, 'e': 0.8819152235420665}",20,0,-141.50953194670637,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
939,False,"{'a': 0.5, 'e': 0.8816683992448454}",25,7,29.994688579941595,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.8814213334782478}",30,6,-2.766728168955055,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.8811740263099397}",20,0,-86.53056167710838,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
942,False,"{'a': 0.5, 'e': 0.8809264778076529}",35,0,-230.78678998320794,"{0: 24, 1: 3, 2: 2, 3: 2, 4: 4}",0
943,False,"{'a': 0.5, 'e': 0.8806786880391855}",20,0,-49.117013142796445,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
944,False,"{'a': 0.5, 'e': 0.8804306570724015}",30,0,-244.04728340328492,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
945,False,"{'a': 0.5, 'e': 0.8801823849752313}",25,0,-122.1498400210322,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
946,False,"{'a': 0.5, 'e': 0.8799338718156708}",20,0,-76.42748625458859,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
947,False,"{'a': 0.5, 'e': 0.8796851176617825}",25,0,-188.4859429094823,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
948,False,"{'a': 0.5, 'e': 0.8794361225816945}",20,8,22.833054405870605,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.879186886643601}",20,0,-82.92420055791284,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
950,False,"{'a': 0.5, 'e': 0.8789374099157624}",30,3,-60.53357374206745,"{0: 17, 1: 1, 2: 7, 3: 2, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.8786876924665045}",25,0,-110.53122852252802,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
952,False,"{'a': 0.5, 'e': 0.8784377343642196}",25,0,-96.92915399649554,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
953,False,"{'a': 0.5, 'e': 0.8781875356773655}",25,0,-74.73835796424021,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
954,False,"{'a': 0.5, 'e': 0.8779370964744663}",25,0,-277.9689726400851,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 5}",0
955,False,"{'a': 0.5, 'e': 0.8776864168241114}",20,0,-91.84110545873529,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
956,False,"{'a': 0.5, 'e': 0.8774354967949566}",25,0,-131.26317812898213,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
957,False,"{'a': 0.5, 'e': 0.8771843364557234}",30,0,-197.46288138613988,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
958,False,"{'a': 0.5, 'e': 0.8769329358751987}",20,8,15.353554120477568,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.8766812951222359}",25,0,-68.15469344147635,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
960,False,"{'a': 0.5, 'e': 0.8764294142657536}",25,0,-92.39190884078408,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
961,False,"{'a': 0.5, 'e': 0.8761772933747366}",20,0,-113.15973454774857,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
962,False,"{'a': 0.5, 'e': 0.8759249325182348}",30,0,-130.19948260190077,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
963,False,"{'a': 0.5, 'e': 0.8756723317653645}",20,0,-64.06670631717955,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
964,False,"{'a': 0.5, 'e': 0.8754194911853075}",25,0,-142.56915762967304,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
965,False,"{'a': 0.5, 'e': 0.875166410847311}",30,18,29.936049450052543,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.8749130908206881}",25,0,-107.43289533472493,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
967,False,"{'a': 0.5, 'e': 0.8746595311748178}",20,0,-95.60319347728253,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.8744057319791442}",30,0,-126.62538110821845,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
969,False,"{'a': 0.5, 'e': 0.8741516933031772}",30,5,-34.06188816970396,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
970,False,"{'a': 0.5, 'e': 0.8738974152164926}",30,0,-248.66254883059807,"{0: 14, 1: 5, 2: 5, 3: 3, 4: 3}",0
971,False,"{'a': 0.5, 'e': 0.8736428977887313}",25,0,-89.74116207137774,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",0
972,False,"{'a': 0.5, 'e': 0.8733881410896001}",20,0,-125.80724684531776,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
973,False,"{'a': 0.5, 'e': 0.8731331451888711}",20,0,-110.78200067083621,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
974,False,"{'a': 0.5, 'e': 0.872877910156382}",20,0,-182.2440117538704,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
975,False,"{'a': 0.5, 'e': 0.8726224360620362}",20,0,-75.90668104925605,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
976,False,"{'a': 0.5, 'e': 0.872366722975802}",35,0,-235.9249226565926,"{0: 21, 1: 1, 2: 9, 3: 1, 4: 3}",0
977,False,"{'a': 0.5, 'e': 0.8721107709677139}",25,11,-17.369585365915356,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
978,False,"{'a': 0.5, 'e': 0.8718545801078713}",35,0,-130.4570138671203,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
979,False,"{'a': 0.5, 'e': 0.8715981504664392}",20,10,-88.11752976303416,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 3}",1
980,False,"{'a': 0.5, 'e': 0.871341482113648}",25,0,-143.77844527649384,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
981,False,"{'a': 0.5, 'e': 0.8710845751197935}",25,0,-131.71259959865182,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
982,False,"{'a': 0.5, 'e': 0.8708274295552367}",25,0,-121.97930829513503,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
983,False,"{'a': 0.5, 'e': 0.8705700454904041}",20,5,1.2184975298450098,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.5, 'e': 0.8703124229957874}",25,0,-97.10467714364661,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
985,False,"{'a': 0.5, 'e': 0.8700545621419439}",25,8,-88.7506404138624,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 3}",1
986,False,"{'a': 0.5, 'e': 0.8697964629994958}",20,0,-91.40005651473237,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
987,False,"{'a': 0.5, 'e': 0.8695381256391306}",30,0,-260.3341924637571,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 5}",0
988,False,"{'a': 0.5, 'e': 0.8692795501316014}",35,16,-39.08704800781972,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
989,False,"{'a': 0.5, 'e': 0.8690207365477262}",20,1,-6.955437881905738,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
990,False,"{'a': 0.5, 'e': 0.8687616849583882}",30,0,-120.62725703805856,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
991,False,"{'a': 0.5, 'e': 0.868502395434536}",20,0,-151.72434918919043,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
992,False,"{'a': 0.5, 'e': 0.8682428680471831}",20,0,-28.35044743308265,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
993,False,"{'a': 0.5, 'e': 0.8679831028674084}",30,0,-133.88222187319425,"{0: 16, 1: 7, 2: 6, 3: 0, 4: 1}",0
994,False,"{'a': 0.5, 'e': 0.8677230999663557}",20,5,-11.772364862166654,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.8674628594152342}",20,0,-100.63771108725291,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
996,False,"{'a': 0.5, 'e': 0.8672023812853177}",20,0,-118.05602678877466,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
997,False,"{'a': 0.5, 'e': 0.8669416656479457}",30,0,-241.029121598627,"{0: 14, 1: 4, 2: 6, 3: 4, 4: 2}",0
998,False,"{'a': 0.5, 'e': 0.8666807125745222}",25,4,-69.58855516401299,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 2}",1
999,False,"{'a': 0.5, 'e': 0.8664195221365165}",20,0,-84.65627298002548,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1000,False,"{'a': 0.5, 'e': 0.866158094405463}",20,3,-83.3378195099763,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
1001,False,"{'a': 0.5, 'e': 0.8658964294529606}",25,0,-84.60378149373936,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
1002,False,"{'a': 0.5, 'e': 0.8656345273506739}",20,0,-129.48763587054708,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
1003,False,"{'a': 0.5, 'e': 0.8653723881703319}",20,0,-91.30771519122895,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1004,False,"{'a': 0.5, 'e': 0.8651100119837286}",20,0,-172.36288370756088,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1005,False,"{'a': 0.5, 'e': 0.8648473988627231}",20,0,-104.84512820781902,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1006,False,"{'a': 0.5, 'e': 0.8645845488792393}",25,1,-126.5329128295483,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 3}",1
1007,False,"{'a': 0.5, 'e': 0.8643214621052661}",25,0,-102.56010514888807,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
1008,False,"{'a': 0.5, 'e': 0.8640581386128567}",20,13,-0.6364492056889901,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1009,False,"{'a': 0.5, 'e': 0.86379457847413}",25,0,-72.19785261001545,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1010,False,"{'a': 0.5, 'e': 0.8635307817612691}",25,0,-107.1849457292661,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1011,False,"{'a': 0.5, 'e': 0.863266748546522}",25,0,-92.21577514145025,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
1012,False,"{'a': 0.5, 'e': 0.8630024789022015}",20,12,47.02578058056367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.8627379729006854}",30,0,-80.45036342105517,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
1014,False,"{'a': 0.5, 'e': 0.8624732306144158}",25,0,-231.29984307464747,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
1015,False,"{'a': 0.5, 'e': 0.8622082521158998}",30,0,-290.584050808971,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 5}",0
1016,False,"{'a': 0.5, 'e': 0.8619430374777092}",30,7,-54.57270721792986,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.8616775867724802}",20,0,-138.1985573860853,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1018,False,"{'a': 0.5, 'e': 0.861411900072914}",20,0,-123.92926394450664,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
1019,False,"{'a': 0.5, 'e': 0.8611459774517761}",30,0,-163.1480467223477,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
1020,False,"{'a': 0.5, 'e': 0.8608798189818971}",20,0,-107.22694622525785,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
1021,False,"{'a': 0.5, 'e': 0.8606134247361718}",25,0,-167.74913561271967,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
1022,False,"{'a': 0.5, 'e': 0.8603467947875595}",25,0,-31.893205427464522,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1023,False,"{'a': 0.5, 'e': 0.8600799292090843}",25,0,-133.88847020084071,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
1024,False,"{'a': 0.5, 'e': 0.8598128280738346}",30,0,-238.92260886424714,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
1025,False,"{'a': 0.5, 'e': 0.8595454914549638}",25,0,-72.72162632630663,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1026,False,"{'a': 0.5, 'e': 0.8592779194256892}",25,0,-159.92063954650524,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
1027,False,"{'a': 0.5, 'e': 0.859010112059293}",30,0,-103.89393997425537,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
1028,False,"{'a': 0.5, 'e': 0.8587420694291215}",25,0,-206.9118844838504,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
1029,False,"{'a': 0.5, 'e': 0.8584737916085857}",30,0,-250.95791494006713,"{0: 19, 1: 1, 2: 3, 3: 3, 4: 4}",0
1030,False,"{'a': 0.5, 'e': 0.858205278671161}",25,0,-97.28718428151521,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1031,False,"{'a': 0.5, 'e': 0.8579365306903871}",20,0,-131.23366109255545,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
1032,False,"{'a': 0.5, 'e': 0.857667547739868}",20,0,-101.4808650564711,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
1033,False,"{'a': 0.5, 'e': 0.8573983298932721}",20,0,-41.26683534320563,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1034,False,"{'a': 0.5, 'e': 0.8571288772243325}",20,0,-276.8743452407102,"{0: 5, 1: 3, 2: 4, 3: 5, 4: 3}",0
1035,False,"{'a': 0.5, 'e': 0.856859189806846}",25,0,-133.8742871216865,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1036,False,"{'a': 0.5, 'e': 0.8565892677146741}",20,3,-26.159321744069473,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
1037,False,"{'a': 0.5, 'e': 0.8563191110217424}",20,0,-112.23243403065233,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1038,False,"{'a': 0.5, 'e': 0.8560487198020409}",20,0,-159.5043776128637,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
1039,False,"{'a': 0.5, 'e': 0.8557780941296237}",25,0,-66.61124150152556,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1040,False,"{'a': 0.5, 'e': 0.8555072340786092}",25,0,-91.83674901891861,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
1041,False,"{'a': 0.5, 'e': 0.8552361397231799}",25,0,-76.27794998285937,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1042,False,"{'a': 0.5, 'e': 0.8549648111375825}",25,0,-111.98975281793322,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
1043,False,"{'a': 0.5, 'e': 0.8546932483961278}",20,0,-94.78902735086926,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1044,False,"{'a': 0.5, 'e': 0.8544214515731909}",20,0,-186.98847075796118,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",0
1045,False,"{'a': 0.5, 'e': 0.854149420743211}",30,0,-210.0875084256465,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
1046,False,"{'a': 0.5, 'e': 0.8538771559806911}",25,0,-162.82513497924052,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
1047,False,"{'a': 0.5, 'e': 0.8536046573601987}",20,0,-63.338790512082106,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1048,False,"{'a': 0.5, 'e': 0.8533319249563649}",30,0,-151.08110366752362,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
1049,False,"{'a': 0.5, 'e': 0.8530589588438852}",20,0,-121.28227633691195,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1050,False,"{'a': 0.5, 'e': 0.8527857590975187}",25,0,-159.77854486424027,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
1051,False,"{'a': 0.5, 'e': 0.852512325792089}",20,0,-113.84554855470712,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1052,False,"{'a': 0.5, 'e': 0.8522386590024833}",20,0,-138.6422622656427,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
1053,False,"{'a': 0.5, 'e': 0.8519647588036529}",20,0,-139.14559533401558,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
1054,False,"{'a': 0.5, 'e': 0.8516906252706129}",25,0,-102.90088706321829,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
1055,False,"{'a': 0.5, 'e': 0.8514162584784424}",20,0,-110.72329407758042,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",1
